id,full_name,phone_number,aadhaar_number,pan_card_number,date_of_birth,address,city,state,pincode
14550,Ananya Rajput,7069616623,528282458291,UPPYB9986D,1995-11-18,"264, EVR Nagar, Tagore Area",Tiruchirappalli,Tamil Nadu,620003
14551,Ganpat Rao,9485177009,358751953885,ZRAEE1990C,1972-03-20,"H.No. 74, Vallabh Enclave, Vivekananda Avenue",Srinagar,Jammu and Kashmir,190003
14552,Meenakshi Gomes,9871398991,816050045145,MHPHY8473D,2003-12-02,"Flat 2U, Gopal Complex",Bengaluru,Karnataka,560002
14553,Usha Patel,7100216684,323270072867,MCVKN9968M,1969-10-26,"House No. 951, Periyar Street",Coimbatore,Tamil Nadu,641006
14554,Girish Rodrigues,9754913912,798648423314,IKJBH8966B,1983-02-03,"Flat 20A, Kamaraj Apartment",Rajkot,Gujarat,360006
14555,Bikash Kumar,7253751002,382773148270,GPLVT7855K,1968-04-19,"504/20, Gopal Layout",New Delhi,Delhi,110008
14556,Vivaan Das,9408673237,298471354001,HGHMF5145H,1977-10-06,"House No. 328, Ambedkar Complex, Gandhi Path",Tiruchirappalli,Tamil Nadu,620002
14557,Lakshmi Rajput,8600475931,837855098901,YZRIZ5739W,1973-11-11,"# 989, Ambedkar Bhavan, Indira Marg",Siliguri,West Bengal,734005
14558,Girish Shukla,7081113876,277730275551,CFHIL8683M,1966-11-26,"Plot 704, Sardar Towers, Vallabh Path",Udaipur,Rajasthan,313001
14559,Lata Kumar,8838680275,243872753170,YQCLR6920M,1967-01-09,"Flat 19T, Shyam Heights",Gaya,Bihar,823003
14560,Dilip Ansari,9338609455,369192869674,CQBRJ5448W,1979-01-16,"Flat 3W, Nehru Towers",Coimbatore,Tamil Nadu,641004
14561,Komal Mandal,7992487890,916340222544,RTVTI0197K,1985-01-05,"250, Rajiv Road, Saraswati Area",Kozhikode,Kerala,673007
14562,Fanai Arumugam,6063899218,586621488385,ZXEDZ6722N,1977-02-06,"Flat 927, Nehru Avenue",Agartala,Tripura,799002
14563,Anitha Ali,6913294949,710058104666,VYZHE8968E,1970-11-21,"H.No. 117, Azad Apartment, Indira Lane",Hubli,Karnataka,580020
14564,Binita Banerjee,8111102002,301975933981,GQPEN3957N,1998-01-14,"House No. 830, Vivekananda Vihar, Laxmi Street",Nashik,Maharashtra,422008
14565,Anindita Goel,7784276635,680741195779,TNXER1652O,1970-08-28,"655, Mohan Path, Shyam Area",Warangal,Telangana,506001
14566,Tapan Parikh,9856605982,219747522029,BEHAN4695G,1978-05-30,"Flat 6M, Nehru Heights",Rajkot,Gujarat,360007
14567,Biswajit Iyengar,7982478446,628961615704,XMWPH3911V,1978-11-21,"Flat 7S, Shivaji Complex",Delhi,Delhi,110051
14568,Harish Pillai,8235239237,889720394370,QNAWQ0225U,1984-02-03,"H.No. 566, Vallabh Apartment, Bose Cross",Mumbai,Maharashtra,400080
14569,Debashis Mahato,9572524242,499423790486,OERVZ5361T,1991-11-12,"# 713, Nehru Colony",Ludhiana,Punjab,141005
14570,Kavya Venkataraman,6745815163,566372968612,QPMCL4859J,1970-05-22,"S.No. 779, Tagore Residency, EVR Cross",Bhubaneswar,Odisha,751005
14571,Meena Chakraborty,9868072452,740550738494,GYGLI3049P,1967-11-12,"150, Kamaraj Colony, Bhagat Area",Hyderabad,Telangana,500003
14572,Rajan Nair,9983787058,469958654826,CAPXA3017C,1994-11-02,"318, Ram Street, MG Area",Varanasi,Uttar Pradesh,221004
14573,Payal Tiwari,7455424406,728856445652,COWBF6208I,1975-06-05,"290/14, Ambedkar Layout",Kolkata,West Bengal,700006
14574,Deepika Reddy,7754362421,226890321133,QCMRU1437J,1966-12-25,"584/2, Vallabh Avenue",Thiruvananthapuram,Kerala,695005
14575,Reyansh Khan,9430338436,385578887533,RGYRZ8842O,2005-04-24,"403, Mohan Layout, Vivekananda Area",Lucknow,Uttar Pradesh,226001
14576,Ananya Shah,9472106748,632313346050,SGTWB9722R,2001-04-06,"471, Tagore Colony, Vallabh Area",Agra,Uttar Pradesh,282001
14577,Lalit Mandal,8683598990,548267096610,MZGAL7315J,1994-11-09,"H.No. 7, Bose Vihar, Saraswati Layout",Delhi,Delhi,110032
14578,Farida Subramaniam,6936593424,390992997211,GUBZD8678L,1969-04-15,"No. 397, Tagore Colony",Ranchi,Jharkhand,834006
14579,Rekha Menon,9320804845,597297774966,NASWT5253T,1964-09-24,"Door No. 224, Patel Street",Amritsar,Punjab,143007
14580,Ishwar Annamalai,9555222897,480316100868,NCDWI0342G,1996-12-01,"432, Subhash Street, Nehru Area",Vijayawada,Andhra Pradesh,520004
14581,Ramesh Balasubramanian,6609025824,821646806512,LPCLX2888W,1992-09-17,"Plot 481, Ambedkar Niwas, JP Marg",Hubli,Karnataka,580031
14582,Suresh Dubey,9999198312,204589709285,QHIRH3576B,1977-01-05,"No. 684, Gandhi Bhavan, Bhagat Path",Jodhpur,Rajasthan,342008
14583,Ganesh Ghosh,8866052390,432928328545,WHUWY7063R,1963-01-04,"828/9, Shyam Marg",Shillong,Meghalaya,793005
14584,Mahesh Roy,8947402036,912787017985,IYFKV7445N,1972-05-02,"Flat 1D, Vallabh Towers",Panaji,Goa,403002
14585,Suresh Gupta,9664546716,468494064227,ZDUDS8077S,1981-03-16,"Flat 14N, Mohan Towers",Chandigarh,Punjab,160002
14586,Aditya Qureshi,9105925102,669178850872,GGXPU6598Q,2003-08-08,"Flat 4R, MG Bhavan",Kozhikode,Kerala,673006
14587,Pooja Bansal,8305446853,248339832411,BUSMG1594A,1976-09-17,"Flat 1E, Periyar Heights",Delhi,Delhi,110031
14588,Barnali Khan,7803494063,703358486542,RCRML1465Q,1964-09-01,"Flat 2S, JP Enclave",Ranchi,Jharkhand,834004
14589,Meena Subramaniam,9978028111,657845808767,UZWPZ5158U,1966-11-19,"943/4, Periyar Cross",Siliguri,West Bengal,734004
14590,Vihaan Agarwal,8438233272,711728092425,FRRYY4607G,1983-08-27,"S.No. 416, Gandhi Street",Agra,Uttar Pradesh,282003
14591,Barnali Natarajan,8849685088,973524060669,EQUYC2157T,1981-08-20,"# 499, JP Bhavan, Indira Colony",Chennai,Tamil Nadu,600006
14592,Vijayalakshmi Pereira,9430527635,638607086281,COIOX2194E,1960-06-09,"Flat 17L, Rajiv Niwas",Guwahati,Assam,781004
14593,Hetal Ganguly,8489437337,750571496483,GGFOU4401N,2002-05-19,"No. 563, Vallabh Lane",Nashik,Maharashtra,422003
14594,Chirag Murugan,9732720207,304814224596,MXFQC8509D,1971-06-07,"916/3, Subhash Lane",Bengaluru,Karnataka,560068
14595,Saraswathi Kapadia,9138575327,887476438048,MJVWF3112L,1972-09-04,"# 912, Tagore Layout",Indore,Madhya Pradesh,452005
14596,Foram Hussain,9063895720,454844644498,DUNRA8495J,1988-03-03,"Flat 7T, Ram Residency",Pune,Maharashtra,411014
14597,Pooja Parikh,6908499651,843004387178,VFNEB1232U,1961-01-03,"Flat 20E, Vivekananda Vihar",Panaji,Goa,403006
14598,Rekha Bose,6822651575,650302628723,OSQJQ6726E,1965-03-15,"382, Shyam Colony, Laxmi Area",Imphal,Manipur,795004
14599,Girish Bansal,8184069882,933942795133,ZNZOY9284J,1998-06-29,"Flat 747, Gopal Apartment, Shivaji Path",Agra,Uttar Pradesh,282002
14600,Abhijit Annamalai,8793072997,947359218397,PHPEH4838U,1969-11-01,"H.No. 926, Sardar Bhavan, Netaji Colony",Warangal,Telangana,506004
14601,Meena Kothari,7865162932,644917362952,EXANA7043T,1965-02-03,"571/13, Tilak Layout",Guwahati,Assam,781005
14602,Neha Thakkar,7634851767,219839808776,TMKFD4045N,1983-07-30,"Flat 9A, Tilak Residency",Hubli,Karnataka,580003
14603,Ganpat Ghosh,8488902253,977223936930,HUPSI7297T,1962-02-21,"No. 412, Gopal Avenue",Kozhikode,Kerala,673001
14604,Elina Mandal,7568551622,574579670767,TNCQV8717Q,1987-11-22,"No. 356, Shyam Towers, Laxmi Road",Nagpur,Maharashtra,440001
14605,Rohit Subramaniam,7884949771,564056687776,ZDQUO9195L,1984-02-22,"Flat 20C, Tilak Bhavan",Amritsar,Punjab,143005
14606,Raghavan Mitra,6074391215,269428039474,FVZFO8208M,1974-09-17,"805/9, Vivekananda Cross",Surat,Gujarat,395001
14607,Lakshmi Rao,6682824616,323846193202,DTAEG8586D,1970-09-10,"874/15, Sardar Path",Nagpur,Maharashtra,440002
14608,Ganpat Saxena,6067835617,410376138391,ABUED4175Z,2001-02-25,"Flat 18H, Kamaraj Bhavan",Shimla,Himachal Pradesh,171008
14609,Malathi Chatterjee,8954384348,486630482105,TXSMK4695U,1992-06-15,"Flat 12U, Azad Bhavan",Madurai,Tamil Nadu,625001
14610,Amit Goel,7958797296,225120519822,THVSI8233W,1979-06-05,"170/18, Shyam Avenue",Udaipur,Rajasthan,313004
14611,Meena Nair,8298886527,336843101221,WEARR5009D,1961-07-12,"S.No. 445, Saraswati Lane",Faridabad,Haryana,121003
14612,Aarav Gupta,9780437966,399979905536,MKBSB4196S,1965-12-21,"H.No. 516, Mohan Nagar",Mangaluru,Karnataka,575004
14613,Farida Chandra,9587484896,952096133806,TSYLA7139L,1971-05-03,"No. 812, EVR Bhavan, EVR Marg",Visakhapatnam,Andhra Pradesh,530007
14614,Dilip Paul,8150218968,443717774818,DKTDP6432R,1988-07-16,"House No. 909, Shyam Enclave, Shyam Colony",Pune,Maharashtra,411028
14615,Hetal Mukherjee,6675950530,356469793200,ORCFS7608D,2005-04-20,"Door No. 675, Shivaji Complex, Saraswati Path",New Delhi,Delhi,110008
14616,Revathi Desai,6317650298,775555635513,MYYQP0260K,1980-05-02,"Door No. 316, Mohan Colony",Kozhikode,Kerala,673003
14617,Dinesh Dasgupta,6223243553,342164831171,VISNJ6196A,1975-05-19,"S.No. 749, Tilak Niwas, EVR Colony",Gurugram,Haryana,122003
14618,Harish Kumar,9541486019,788916135550,ESBEE8720Q,1967-05-11,"437, Sardar Avenue, Kamaraj Area",Rajkot,Gujarat,360005
14619,Elina Goel,8512861667,398443031940,UHXBE9353C,1998-03-19,"S.No. 311, Azad Street",Rajkot,Gujarat,360001
14620,Pradip Kapadia,6839248496,648177344678,JJGIN9920R,1987-06-28,"H.No. 929, Tagore Layout",Faridabad,Haryana,121001
14621,Hetal Modi,6040311511,242002078922,BLYWJ6520Q,2003-08-17,"205, Anna Colony, MG Area",Imphal,Manipur,795005
14622,Mahesh Mahato,6013227809,262699108050,NUSCR2003L,1963-11-01,"H.No. 147, Shivaji Cross",Rajkot,Gujarat,360006
14623,Ayaan Qureshi,7227580204,510666792356,QGKMG2200G,1995-10-15,"962/1, Shivaji Path",Jodhpur,Rajasthan,342011
14624,Amrita Roy,8818384472,715376755722,FGTHR6327H,1976-06-15,"Door No. 494, Vallabh Street",Howrah,West Bengal,711104
14625,Nilesh Mittal,8024458679,689241174628,KCXAC0015Z,2003-02-23,"Flat 1Z, Indira Heights",Mumbai,Maharashtra,400092
14626,Geeta Trivedi,6486991428,780814487033,NSQYZ6520Y,2001-05-26,"599, Mohan Cross, Mohan Area",Vijayawada,Andhra Pradesh,520001
14627,Malathi Selvam,8537647458,405101443056,PTAII6158G,1973-10-25,"Flat 5V, Subhash Heights",Ahmedabad,Gujarat,380005
14628,Foram Mehta,8632699243,799139185825,JEVIH7886Q,1972-02-25,"420, MG Nagar, Gopal Area",Lucknow,Uttar Pradesh,226007
14629,Pratik Saxena,6070525464,950813872368,FSWPT4426O,1987-11-30,"792/4, Ram Street",Kozhikode,Kerala,673001
14630,Chinglen Pandey,7264017379,321049955490,FWERA8168J,1963-07-22,"Flat 555, Tagore Vihar, Vivekananda Road",Bhubaneswar,Odisha,751006
14631,Ayaan Trivedi,8838635541,617024924233,YCFYM8317Q,1988-09-11,"934, Nehru Path, JP Area",Gaya,Bihar,823004
14632,Chinglen Pereira,9213066411,713375041660,OMROV8017O,1968-12-04,"Flat 11L, Bhagat Heights",New Delhi,Delhi,110007
14633,Rajan Tripathi,7324805076,461031967155,ZUPAX2297O,1971-05-19,"S.No. 455, Ram Bhavan, JP Cross",Aurangabad,Maharashtra,431002
14634,Barnali Chatterjee,8831300217,360465225916,PYUVS5105I,1966-01-14,"No. 180, Shyam Residency, Mohan Nagar",Bhubaneswar,Odisha,751001
14635,Himangshu Khan,9681610495,713178880025,HQNPI0258T,1998-12-05,"Flat 902, Bose Residency, Indira Cross",Mumbai,Maharashtra,400070
14636,Ananya Arumugam,9748977795,289340609356,BFSON7268Q,1998-12-25,"Flat 6N, Saraswati Towers",Bengaluru,Karnataka,560002
14637,Kavya Arumugam,8719699305,464622785663,HCYVB7041W,1964-05-07,"355/17, Ram Layout",Kanpur,Uttar Pradesh,208004
14638,Jalpa Roy,9621453399,209174873222,KZKNM4131W,1960-07-25,"House No. 592, Patel Enclave, Nehru Avenue",Raipur,Chhattisgarh,492008
14639,Hetal Bansal,7145213045,604334357615,DHTRU1698D,2005-10-09,"626, Tagore Nagar, Ambedkar Area",Jaipur,Rajasthan,302003
14640,Balakrishnan Annamalai,8865649654,914432152361,PGKTO9524Y,1969-03-14,"197, Vallabh Avenue, Gandhi Area",Vijayawada,Andhra Pradesh,520002
14641,Manish Chakraborty,6887953185,337283585643,GWCBU1237H,1979-10-21,"319, Nehru Nagar, Patel Area",Imphal,Manipur,795003
14642,Padmavathi Mukherjee,8747436717,339674378683,YCIFP0844E,1960-10-31,"House No. 515, Periyar Vihar, Mohan Avenue",Howrah,West Bengal,711105
14643,Priya Mishra,8578917803,667169098634,SVIWK7777G,1962-11-23,"No. 7, EVR Residency, Sardar Marg",Shillong,Meghalaya,793001
14644,Krishnamurthy Ahmed,9743038889,405085878526,SWJSX0824L,1963-04-21,"900/2, Ambedkar Cross",Mangaluru,Karnataka,575003
14645,Girin Kothari,8289054604,703693031164,THDES6696O,1991-01-09,"Flat 735, Laxmi Heights, Mohan Cross",Visakhapatnam,Andhra Pradesh,530003
14646,Saraswathi Mittal,7224499622,572928471395,DQOSW6762O,1990-11-14,"H.No. 269, Gandhi Enclave, Saraswati Road",Chandigarh,Punjab,160009
14647,Pratik Gomes,8773201770,516672634686,KIJJJ9475C,1985-12-08,"825, Saraswati Layout, Sardar Area",Kanpur,Uttar Pradesh,208002
14648,Meena Krishnan,7314086637,936177977030,OZLSJ9882S,1989-03-28,"House No. 991, Kamaraj Street",Cuttack,Odisha,753006
14649,Priya Das,7631475930,937771606604,AVJTH7008Y,1983-10-10,"Flat 5F, Rajiv Heights",Jaipur,Rajasthan,302017
14650,Chitra Agarwal,6187223017,908414464639,YEPFK6651Y,2003-01-23,"Flat 14S, Subhash Residency",Warangal,Telangana,506006
14651,Priya Venkataraman,8697898917,608524825422,NHOUV7031W,1993-04-12,"Plot 499, Indira Avenue",Agartala,Tripura,799001
14652,Lalit Tripathi,6068915346,619443978232,JZBNJ6422L,2005-06-21,"Plot 298, Kamaraj Nagar",Patna,Bihar,800003
14653,Subramaniam Sengupta,9315708385,787046851964,SWFVB9725Y,1967-02-11,"Door No. 562, Sardar Cross",Panaji,Goa,403003
14654,Amit Subramaniam,6607544733,626334295051,HCRDU7449F,2003-06-11,"House No. 438, Nehru Bhavan, Gandhi Street",Hyderabad,Telangana,500002
14655,Chitra Biswas,7954191684,831534194067,NBPAB7766F,1987-12-20,"No. 824, Sardar Vihar, Periyar Avenue",Jammu,Jammu and Kashmir,180003
14656,Shanthi Parikh,8828998910,855497923842,TUFLU7951X,1985-11-27,"479, Gandhi Path, Indira Area",Surat,Gujarat,395006
14657,Savita Banerjee,9724407916,643605349942,OVKPW6801B,1965-08-02,"691, Sardar Marg, Vivekananda Area",Udaipur,Rajasthan,313001
14658,Lakshmi Ali,6380111597,635911079409,TZVEQ0129H,2002-02-25,"H.No. 521, Tagore Enclave, Sardar Cross",Ludhiana,Punjab,141002
14659,Vijay Agarwal,6524292422,250289705806,YENTJ1362X,1984-01-11,"914/12, MG Cross",Kozhikode,Kerala,673006
14660,Debarati Das,8586316233,390340708221,BUHYF9666X,2002-08-19,"22, Indira Road, Tilak Area",Jaipur,Rajasthan,302001
14661,Sai Mehta,7983633066,262578866526,AUGZD9639J,1998-01-14,"Flat 14G, Anna Vihar",Chennai,Tamil Nadu,600091
14662,Padmavathi Kapadia,8139787200,519848553861,SZDJI0211D,1973-06-15,"Plot 97, Subhash Bhavan, Mohan Marg",Tiruchirappalli,Tamil Nadu,620005
14663,Saraswathi Pandey,6278248367,517508528865,UUEVX0853W,1986-07-31,"Flat 17J, MG Niwas",Dehradun,Uttarakhand,248007
14664,Lalit Saxena,9942549181,507115275825,DNJET3813K,1988-03-21,"395/17, Laxmi Street",Jodhpur,Rajasthan,342008
14665,Foram Singh,6719411212,683889890279,LGCXN0069E,1993-05-20,"H.No. 999, JP Apartment, Laxmi Cross",Thiruvananthapuram,Kerala,695002
14666,Binita Singh,6630029433,409683893566,QZPZP6931T,2000-03-15,"S.No. 946, Laxmi Lane",Udaipur,Rajasthan,313015
14667,Chirag Agarwal,9731174548,965890014201,WBNPI7187I,2001-06-19,"173/18, Bose Avenue",Tiruchirappalli,Tamil Nadu,620001
14668,Chitra Ansari,9234576328,503452972876,NRCFD4746A,1964-02-08,"410, Anna Cross, Patel Area",Shimla,Himachal Pradesh,171005
14669,Elina Murugan,8031592421,386755724524,KNCGE1815E,1989-11-03,"# 51, Shyam Lane",Srinagar,Jammu and Kashmir,190002
14670,Saraswathi Sengupta,7979037193,482103751646,GNVFG9127Z,1961-03-13,"509, Rajiv Colony, Azad Area",Kozhikode,Kerala,673006
14671,Rajesh Dalal,9932554417,280741416368,JKCHQ3941E,1961-03-21,"Flat 11S, Patel Vihar",Ahmedabad,Gujarat,380001
14672,Barnali Paul,6733669936,754431815762,MBBCZ9538W,1966-12-26,"No. 914, Indira Avenue",Kochi,Kerala,682001
14673,Malathi Mishra,9996229699,536623894587,BTZIF0314S,2001-11-21,"Flat 14B, Nehru Enclave",Shillong,Meghalaya,793005
14674,Krishnamurthy Dey,9970641064,656249314435,FPATB9907C,1981-04-13,"250, Shyam Road, MG Area",Shimla,Himachal Pradesh,171005
14675,Epsita Paul,9443644157,589491161960,EAZUC3161Z,1992-04-09,"Flat 1V, EVR Enclave",Dehradun,Uttarakhand,248008
14676,Ganpat Mitra,6090191771,471584998060,YXUOQ2565F,1986-01-12,"510/10, Patel Road",Mumbai,Maharashtra,400080
14677,Neha Menon,6906267889,684331650489,HFCRW2055F,1961-08-15,"24/10, Rajiv Layout",Raipur,Chhattisgarh,492007
14678,Bikash Pereira,7585626925,554638276651,MOOOF5746Q,1977-11-19,"Flat 3Y, Shivaji Bhavan",Tiruchirappalli,Tamil Nadu,620020
14679,Aarav Rajput,7911406460,820791229053,AXNXN9195V,1965-05-19,"684, Saraswati Marg, Nehru Area",Jodhpur,Rajasthan,342007
14680,Meenakshi Singh,6086511733,511870933402,BHQWT8974Y,1964-03-12,"488/6, Ambedkar Road",Thiruvananthapuram,Kerala,695003
14681,Minal Khan,7294361631,305331210511,FIEXI9908W,1989-01-14,"Flat 551, Gandhi Bhavan, Netaji Layout",Madurai,Tamil Nadu,625009
14682,Vijayalakshmi Bose,9752038847,726393055512,GIPEC0355X,1997-09-03,"763, Bose Avenue, Tilak Area",Bhopal,Madhya Pradesh,462010
14683,Pradip Khan,8333326131,450856389421,NRJSD4376S,2000-09-25,"No. 909, Ambedkar Avenue",Hyderabad,Telangana,500006
14684,Subhas Tiwari,9231510507,241584834918,OIRDE7398R,1987-06-09,"Flat 16X, Bose Residency",Delhi,Delhi,110034
14685,Kamakshi Jain,6706967552,347666171823,BKMMO0873H,1991-01-30,"759, Tagore Cross, Tagore Area",Gaya,Bihar,823004
14686,Savita Trivedi,7730287419,957209763150,UBBSG1660V,1979-12-17,"Plot 388, Indira Bhavan, Nehru Road",Chandigarh,Punjab,160005
14687,Kavitha Shah,9549796670,692319079927,VHHZN0666S,1970-07-14,"Flat 2J, Shivaji Vihar",Kanpur,Uttar Pradesh,208002
14688,Suresh Gupta,8506864540,354279819193,BYPOG6782I,1979-05-01,"No. 912, Tilak Layout",Kanpur,Uttar Pradesh,208006
14689,Nisha Murugan,7344467573,715979747652,ZNOUC9728C,1971-01-08,"446, Gandhi Layout, Azad Area",Bhubaneswar,Odisha,751001
14690,Hardik Murugan,9989345601,394332286917,MYWMJ5979G,1977-07-20,"67, Periyar Avenue, Subhash Area",Jammu,Jammu and Kashmir,180002
14691,Suresh Dubey,6946175466,307613240548,WVTSB8031Z,1971-07-27,"908/6, Tilak Nagar",Kochi,Kerala,682006
14692,Bikash Shah,8044024653,455778450670,RRECZ7075R,1991-02-11,"113, Gandhi Path, Kamaraj Area",Jammu,Jammu and Kashmir,180006
14693,Binita Mukherjee,9043347576,454093923234,CTTCY3637E,1996-05-20,"Door No. 29, Vallabh Bhavan, Laxmi Lane",Hyderabad,Telangana,500008
14694,Lakshmi Arumugam,6187161315,366906481884,YADTU5370A,1985-04-18,"388/17, Indira Avenue",Amritsar,Punjab,143002
14695,Minal Desai,8779978631,500677317386,OJOBI8263V,1984-04-01,"Flat 14R, Tilak Complex",Jammu,Jammu and Kashmir,180007
14696,Amit Fernandes,7395554331,661181652542,KYVLR0910P,1994-02-28,"542, Mohan Street, Nehru Area",Madurai,Tamil Nadu,625010
14697,Jalpa Sanghavi,7518131287,394854169571,MARZN6736U,1975-07-18,"786, Kamaraj Path, JP Area",Chennai,Tamil Nadu,600091
14698,Kamlesh Selvam,9703628845,594554674562,DLKIE6778R,1973-12-20,"Flat 19I, Gandhi Towers",Mysuru,Karnataka,570010
14699,Binita Mahato,7585568958,431978106343,YWPAB1771J,1987-02-15,"H.No. 333, Netaji Complex, Bhagat Lane",Vadodara,Gujarat,390002
14700,Geeta Bansal,7773699282,250774202513,AVDPF2082X,1982-11-11,"House No. 53, Ambedkar Apartment, Azad Colony",Jaipur,Rajasthan,302001
14701,Binita Krishnan,6398336649,930609109727,NMMKH8240E,1965-04-02,"876/4, Sardar Avenue",Surat,Gujarat,395007
14702,Rekha Trivedi,7731628103,386929584558,OQIBP9143N,1996-07-25,"864/8, Rajiv Colony",Chandigarh,Punjab,160006
14703,Dilip Ahmed,8198748231,870507871265,PRZDS4055D,1991-08-13,"Flat 181, Tagore Niwas, Sardar Colony",Kozhikode,Kerala,673003
14704,Fanai Saxena,9559931218,478603892293,SORPX8450Q,1966-12-03,"633/1, Rajiv Marg",Thiruvananthapuram,Kerala,695001
14705,Venkatesh Bansal,7140508448,722022777418,QZQKW6401T,1976-05-19,"Flat 2X, Patel Niwas",Bengaluru,Karnataka,560004
14706,Biren Mukherjee,8365509961,382698008098,IPBJO3653X,1990-08-17,"S.No. 261, Anna Heights, Anna Path",Cuttack,Odisha,753001
14707,Ayaan Gupta,6544875016,604456253642,XGVZC5528J,1992-04-29,"Flat 19G, MG Complex",Tiruchirappalli,Tamil Nadu,620007
14708,Abhijit Ali,9865316624,894551500579,AXFXP8645A,1982-03-13,"Flat 1T, EVR Bhavan",Imphal,Manipur,795001
14709,Komal Khan,7589212848,894447400675,KCJYR7198O,1986-01-23,"Flat 154, Mohan Marg",Warangal,Telangana,506003
14710,Padmavathi Das,9256224215,967105153869,ZIXHM1237L,2005-11-22,"969, Nehru Marg, Ambedkar Area",Shimla,Himachal Pradesh,171001
14711,Nisha Thakkar,8363778413,979907896900,PAYQS2793P,1984-06-05,"605/18, Gopal Road",Gurugram,Haryana,122005
14712,Sai Singh,7487289880,277304206199,ICVYB5732O,2002-06-21,"111/9, Patel Cross",Delhi,Delhi,110035
14713,Girin Iyengar,8814369824,965363110611,FACAV6762T,1973-07-11,"Flat 234, Shyam Complex, Ram Nagar",Bengaluru,Karnataka,560041
14714,Deepika Mittal,9275145663,514942098476,YNJKL3420F,1989-09-15,"Flat 14L, Ram Vihar",Howrah,West Bengal,711101
14715,Girish Sanghavi,9528503559,569358980296,LZSKO9524Y,1965-01-03,"# 87, Laxmi Enclave, Rajiv Cross",Pune,Maharashtra,411045
14716,Pradip Menon,6888821329,234184283634,OXUJZ6064X,1988-10-22,"No. 271, Vallabh Marg",Thiruvananthapuram,Kerala,695005
14717,Rekha Chatterjee,8750314643,908213728182,MBNQC2170T,1965-01-11,"699/16, Gandhi Cross",Nagpur,Maharashtra,440017
14718,Mahesh Selvam,9116254700,957127864185,ZVWIE8618M,2005-08-01,"House No. 266, EVR Path",Indore,Madhya Pradesh,452007
14719,Debashis Verma,7159364243,892045639748,WQTXG3379F,1966-02-21,"795/18, Laxmi Avenue",Aurangabad,Maharashtra,431002
14720,Ratan Murugan,9406128424,618981009514,RHQDC7873E,1993-08-27,"471, Saraswati Layout, Shyam Area",New Delhi,Delhi,110007
14721,Krishnamurthy Kapadia,9082731387,385431433022,ZXYFC1744B,1989-05-20,"No. 228, Netaji Complex, Subhash Cross",Shillong,Meghalaya,793003
14722,Priya Ganguly,9708367626,670810841500,GROBC7424C,2005-04-10,"163/3, Rajiv Colony",Chennai,Tamil Nadu,600017
14723,Subramaniam Yadav,9072463658,486758883695,XVYDB1282E,1990-10-30,"S.No. 108, Azad Cross",Kochi,Kerala,682017
14724,Pratik Murugan,6825286293,978677782394,CWEOF2130X,1992-04-12,"Flat 10L, Indira Residency",Thiruvananthapuram,Kerala,695004
14725,Savita Mahato,9713526063,853400807163,URAOR0950W,1972-07-12,"Flat 10H, Tilak Enclave",Hubli,Karnataka,580003
